review,label,score
"enak banget tempatnya buat adain acara komunitas gitu, bersih, accessible dan luas juga tempatnya. Makasi cakap!",POSITIVE,0.9988749623298645
"kemarin abis ke cakap, tempatnya cozy dan nyaman banget dipake buat belajar buat meeting buat apapun",POSITIVE,0.9972100853919983
"Ikut kartu prakerja agak nyesel ngambil kelas di sini, waktu pengumpulan tugasnya ga pasti yang mana. Terbuang sia2 waktu yang saya gunakan☹. Waktu hitung mundur masih ada untuk mengumpul tugas, tetapi sudah tidak bisa. Tidak ada rasa empati kepada siswa dalam membantu menyelesaikan kelas. Pemberian informasi deadline tugas tidak lengkap. Semoga ke depannya waktu hitung mundur dan adminnya sama dalam memberikan waktu deadline tugas akhir.",NEGATIVE,0.9989174604415894
Tempatnya nyaman bikin betah dan cocok untuk belajar,POSITIVE,0.9993093013763428
tempatnya bener bener nyamann bikin pengunjung betah belajar disanaa,POSITIVE,0.9993950128555298
Tempat terbaik untuk mengasah kemampuan. Bekerja sambil belajar.,POSITIVE,0.9855474233627319
26 kredit hangus tanpa pemberitahuan sebelumnya,NEUTRAL,0.9902029037475586
"Belajarnya nyaman krn jadwal bisa fleksibel, tutor dan materinya mudah dimengerti banget, nggak nyesel lah belajar bahasa asing disini, terus ada bbrp tes simulasi jg seperti TOEFL, TOEIC dll, pokoknya sangat membantu dan puas deh!",POSITIVE,0.997343122959137
"kecewa bgt sama pelayanannya CAKAP. udah sengaja daftar lewat study advisor tapi informasi yang diberikan ga lengkap, tiba tiba menghilangkan. jatah 3 kelas saya karena saya sudah melebihi kapasitas pembatalan. loh kenapa tidak diinformasikan di awal pendaftaran term yg berlaku? saya merasa dirugikan 3 kelas saya hangus. gausah les disini, menyusahkan pelanggan",NEGATIVE,0.9993496537208557
"memudahkan untuk belajar beberapa bahasa pada saat pandemi begini menggunakan aplikasi, plus ga perlu capek2 buat dateng ke kelas dan dapat akses materi dimana aja.",POSITIVE,0.9727933406829834
Barusan placement test mau belajar bahasa Inggris. Konsep belajarnya unik ya karena ada berbagai macam topik buat dibahas tapi sekaligus bisa tetep belajar. Mau beli paket ah abis ini,POSITIVE,0.8009659051895142
"Dengan cakap, bahasa inggris saya makin mahir karena aplikasinya sangat bagus yang memudahkan pengguna untuk mengakses berbagai fitur belajar yang tersedia",POSITIVE,0.9938482642173767
"Belajar bahasa asing jadi sangat mudah, dari mana aja bisa bahkan dari rumah. Metode interaktifnya selain bikin cepet paham, juga melatih kepercayaan diri untuk ngomong langsung pakai bahasa asing. Top deh!",POSITIVE,0.9906094074249268
"Pengalaman saya selama mengajar di CAKAP sangat menyenangkan bisa bertemu banyak murid-murid dari seluruh Indonesia. dan menurut saya adalah suatu tantangan terbesar untuk saya sebagai tutor terutama menggunakan platform online dan saya bisa jauh lebih berkembang seperti ini, dan di CAKAP saya jadi belajar hal2 baru juga. Team Cakap nya juga sangat ramah dan membantu para tutor jika mengalami kesulitan/kendala. Pokoknya top banget deh😍😍😍😍 Semoga untuk kedepan nya CAKAP makin sukses selalu.",POSITIVE,0.9983508586883545
"wadah yang nyaman untuk belajar bahasa, sangat mudah digunakan dan ga ribet! sukak banget lah pokoknya, semoga selalu improve terus CAKAP!",POSITIVE,0.997636079788208
Aplikasi yang sangat bagus dan menarik serta dapat membantu kita untuk belajar beberapa bahasa terutama Bahasa Inggris dimanapun dan kapanpun. Pelayanan CS yang cepat dan tanggap.,POSITIVE,0.996038556098938
ulasan ilmu bagus sayangnya tidak profesional sebab nerbitkan setifikat diundur undur terus,NEGATIVE,0.9980946183204651
Tempatnya baguss dan sangat nyamann,POSITIVE,0.9993799924850464
"Sangat membantu saya sebagai driver ojek online dalam memahami bahasa inggris, didalam pekerjaan saya yg mana konsumen tidak semua masyarakat lokal. Ada beberapa waŕga negara luar yg kemungkinan dalam berbahasa lokal belum sempurna, terima kasih CAKAP 👍",POSITIVE,0.9030721187591553
Belajar di Cakap asyik sekali! dengan Guru - guru yang kompeten dan keren banget bikin kita terus - terusan tertarik untuk gasabar ikut kelas selanjutnya! Thank you Cakap!,POSITIVE,0.9987013339996338
"Cakap membantu saya dalam belajar bahasa asing, tutornya pun asyik dan profesional. Aplikasinya pun sangat user friendly untuk newbie.",POSITIVE,0.997556209564209
"CAKAP cocok banget buat bantu kemampuan berbahasa inggris. Saudara saya sudah menggunakan CAKAP lebih dari 3 bulan. Selain jadwalnya yg fleksibel, tutor di CAKAP juga ramah. Harganya juga bisa bersaaing dan bahkana bisa dibilang lebih terjangkau dengab fasilitas luar biasa ketimbang platform lainnya. Sukses terus CAKAP",POSITIVE,0.9975850582122803
Cara tepat untuk belajar di zaman sekarang. Materinya beragam dan bisa pilih guru serta jadwal sesuai kebutuhan.,POSITIVE,0.9931667447090149
Course bahasa asing yang bagus! tutornya sangat komunikatif jadi bikin kita yang lagi belajar bahasa asing ngerti dan lebih semangat lagi buat belajar!,POSITIVE,0.9968670010566711
"Tempatnya nyaman dan kondusif. Les Cakap ini memberikan cara yang lebih seru dan tidak membosankan dalam belajar bahasa asing, seperti bahasa Inggris",POSITIVE,0.9964662790298462
Saya sudah menyelesaikan pelatihan sampai final test dengan nilai cukup serta memberikan ulasan dan rating tapi kenapa notif status masih harus menyelesaikan tes akhir?,NEGATIVE,0.752677857875824
"Parah pelatihan sudah,,tapi sertifikat sdah seminggu blm turun jg,, pdhal keterangan nya tunggu 2x24jam tpi kenyataan nya seminggu blm turun jg lambat bener",NEGATIVE,0.9986128807067871
app nya bagus  keren adem di mata warna biru2. design appnya juga bagus. pembelajaraanya juga menarik pake feature live,POSITIVE,0.9989985823631287
"Suka banget belajar sama CAKAP. Belajar jadi mudah, ga ribet, terstruktur dan bisa langsung diterapin :) LIke banget",POSITIVE,0.9974992871284485
Cakap sangat membantu dalam belajar bahasa asing!!! aplikasinya juga keren banget dan gampang digunakan,POSITIVE,0.9988394379615784
"Belajar bahasa asing jadi gampang bngt, bisa kapan aja dan dimana aja😍 selalu ada report perkembangan setiap kita belajar yayyy^^",POSITIVE,0.9841486811637878
"Setiap materi yang diberikan sangat jelas dan kelasnya selalu asik, bermanfaat banget buat yang pengen belajar bahasa",POSITIVE,0.9965597987174988
"Sangat-sangat luar biasa, friendly dan pas banget buat belajar bahasa terutama mandarin.",POSITIVE,0.9692879915237427
"cakap ini sangat membantu saya dalam belajar bahasa asing, pembelajarannya juga seru banget. keren deh",POSITIVE,0.9933163523674011
"Aplikasi yang sangat mudah untuk belajar bahasa & harganya pun terjangkau, sukses selalu untuk Cakap! :)",POSITIVE,0.9983296990394592
"Seru banget belajar bahasa asing di Cakap, materi dan penjelasan nya mudah dipahami, kita juga jadi bisa belajar kapanpun dan dimana aja. Terima kasih cakap",POSITIVE,0.9938192963600159
Sangat menyenangkan dan membantu belajar bahasa inggris lewat aplikasi cakap. Cakap kerennn,POSITIVE,0.9982041120529175
"Hebat gurunya sangat ramah profesional dan materi yang diberikan pun saat pelatihan sangat sangat mudah dimengerti, terima kasih cakap.com",POSITIVE,0.9969469904899597
Such a good language learning application! Cara pakainya mudah dan tutornya ramah serta friendly. Thank you Cakap!,POSITIVE,0.9987372756004333
Aplikasi yang sangat user friendly dan sangat membantu bagi saya untuk belajar bahasa dengan mudah,POSITIVE,0.996129035949707
"Kualitas sangat bagus, aplikasi yang user friendly, ada interaksi yang dapat terbangun menjadi unggulan dalam platform edukasi, dan profesional.",POSITIVE,0.9973486661911011
"Belar online di Cakap asik dan interaktif banget, video call langsung di app-nya bareng tutor native-nya yang ramah-ramah. Jadwalnya fleksibel, cocok bagi saya yang bekerja 👍",POSITIVE,0.9987102746963501
"Aplikasinya mudah digunakan, belajar bahasa jadi lebih asik, mudah dipahami dan sangat membantu",POSITIVE,0.9926279187202454
"wah bagus banget aplikasi dan pelayananan, bisa lebih membantu memahami bahasa inggris. Terimakasih",POSITIVE,0.9924370646476746
Tempat yang sangat bagus untuk meningkatkan kemampuan di dunia kerja dan sehari-hari. Terimakasih banyak Cakap.:),POSITIVE,0.9966801404953003
"Sangat bagus untuk belajar bahasa asing, membantu saya untuk lebih paham. Good👍🏻",POSITIVE,0.9974278807640076
"Cakap sangat membantu saya dalam belajar berbahasa asing, juga tutor yang tentu sangat mengasyikan!",POSITIVE,0.9941257238388062
"aplikasi yang sangat bagus dan sangat membantu dalam belajar bahasa, keren!",POSITIVE,0.9958165287971497
Kelas Cakap Club menarik dan seru sekali bisa interaksi secara live dengan pengajar lokal maupun foreign!,POSITIVE,0.997428834438324
Senengnya bisa berbahasa inggris  di sini...dengan prakerja kita di bikin mudah segalanya...terima kasih prakerja and cakap...kita di sini makin pinter berbahasa inggris...karna percakapan bahasa inggris amat bagus ...,POSITIVE,0.9988328814506531
sangat membantu sekali.saya belajar pake kartu prakerja dan sangat memuaskan. still be the best dan Terimakasih 🙏,POSITIVE,0.9981512427330017
"Sangat membantu utk kalian yg ingin belajar tp tdk ingin ribet juga ke tempat kursus, sangat fleksibel!!",POSITIVE,0.996440589427948
"Suka sama app nya. Saya belajar di kelas club seru, gurunya seru2",POSITIVE,0.9983260035514832
"Video call langsung sama tutor ngebantu banget untuk pahamin materi. Jadi, bisa langsung nanya deh kalau ada yang bikin bingung. 👍👏",POSITIVE,0.9567791223526001
"Wow mantap, bisa membantu saya dalam belajar bahasa asing🤩",POSITIVE,0.9976907968521118
"terimakasih cakap, karena membantu saya untuk belajar bahasa asing dengan lebih mudah",POSITIVE,0.9720712900161743
Cakap sangat berguna untuk mebantu pembelajaran semua orang. Konsepnya efektif dan efisien dengan harga yang terjangkau.,POSITIVE,0.9982419013977051
Belajar menggunakan Cakap membuat kemampuan Bahasa Inggris saya meningkat. Terima kasih Cakap!,POSITIVE,0.9940338730812073
"Bagus banget, user friendly juga. Bisa bantuin adik aku belajar",POSITIVE,0.9836853742599487
"Thankyou cakap, belajar bahasa dengan cara menarik dan waktu yg flexible.",POSITIVE,0.970352292060852
Semoga bsa menambah wawasan dan jdi usaha kedepan ny,POSITIVE,0.9099510908126831
"Layanan kursusnya inovatif, tidak perlu hadir ke kelas, bisa dari mana saja",POSITIVE,0.961107611656189
Sangat membantu saya dalam belajar bahasa asing. Terima kasih Cakap.,POSITIVE,0.9947094917297363
"Seru banget belajar di cakap, penyampaian materinya yang mudah dipahami dan juga fleksibel, be better!",POSITIVE,0.9695735573768616
Luv it. Nyaman dan sistem pengajarannya enak serta mudah dipahami.,POSITIVE,0.998760461807251
Seru dan menyenangkan belajar bahasa jepang di squline. Karena sensei nya sudah expert dan sangat baik dalam mengajar,POSITIVE,0.9983125925064087
"Pelayanan sangat baik, harga dan detail kelas sangat jelas dan terbukaCustomer Service sangat ramah dan sabar",POSITIVE,0.9964137673377991
"Platform yg sangat membantu karna bisa tatap muka virtual, jadi bisa tanya jawab secara real time",POSITIVE,0.9847832322120667
"belajar di Cakap seru! aplikasinya mudah dipahamin, gak ribet. teachersnya responsive pula!",POSITIVE,0.9984215497970581
"Aplikasinya keren, sangat bermanfaat, dan mudah digunakan dibandingkan aplikasi lainnya",POSITIVE,0.99678635597229
"Aplikasi keren!!! Apalagi buat ngembangin skill berbahasa, sukses terus cakap!!!",POSITIVE,0.9912458062171936
Wah! Seneng pol dengan pembelajaran yang ada di sini. Interaktif gitu.. Makasi yaa Cakap,POSITIVE,0.9941589832305908
"Kursus langsung ama gurunya yg dari luar negeri, jadi tmbah percaya diri untuk berbahasa inggris 😆",POSITIVE,0.8630115985870361
"Materi yang bagus, mudah dipahami. Semoga bisa segera di aplikasikan kedepan. Terima kasih CAKAP 👍",POSITIVE,0.9949525594711304
"aplikasinya bagus dan user friendly, mantap banget ga nyesel download aplikasi ini",POSITIVE,0.9982263445854187
Tempat yang nyaman untuk belajar bahasa dan mudah dipahami!,POSITIVE,0.9992814660072327
"Gak nyesel dehhh belajar disini, bagus2 materinya dan dapat difahami",POSITIVE,0.9980576634407043
Aplikasinya mudah digunakan di mana saja dan kapan saja. Pembelajarannya juga menyenangkan.,POSITIVE,0.9975336790084839
Sangat mempermudah belajar bahasa inggris dengan waktu yg flexible,POSITIVE,0.9991394281387329
"Bagus banget, seru bisa belajar bahasa di cakap",POSITIVE,0.9950888752937317
"Kualitas nya sangat bagus, profesional & harga nya terjangkau,, terima kasih",POSITIVE,0.9982815980911255
Keren bangett app nya buat belajar lebih enak,POSITIVE,0.998939573764801
Ketika bertanya melalui wa dan email tidak ada respon sama skaliSangat buruk pelayanan nyaDi wa dan di email tidak ada respon sama skali,NEGATIVE,0.9993095397949219
"Luar biasa, Dan aplikasi yang sangat bagus, ikut Cakap Club bagus banget",POSITIVE,0.997501790523529
"Sangat bagus metode penyampaian materinya , pengajarnya pun sangat bagus",POSITIVE,0.9991356730461121
"helpful, sangat membantu. cocok bangett worth to try!",POSITIVE,0.9948298335075378
Belajar dimana saja dan kapan saja. The future of study experiences in Indonesia.,NEUTRAL,0.5365093350410461
aplikasinya bermanfaat banget buat tambah ilmu. tinggatin lagi ya :),POSITIVE,0.9959235191345215
sangat memberikan pengalaman belajar yang di luar ekspetasi,POSITIVE,0.9982956051826477
Terima Kasih. CAKAP.COMBelajar jadi mudah dan menarik.,POSITIVE,0.9940104484558105
Berguna banget buat belajar bahasa☺️,POSITIVE,0.9989113807678223
Sangatt membantu bagi yang ingin pandai bahasa asing 😉,POSITIVE,0.9833868145942688
cakap sangat membantu meningkatkan skill berbahasa asing,POSITIVE,0.9896067976951599
"Sangat membantu, penjelasan yang diberikan pun mudah untuk dimengerti.👍🏻",POSITIVE,0.9942885637283325
"Seneng bgt bisa tau aplikasi cakap ini, sangat bermanfaat.",POSITIVE,0.9908313155174255
Aplikasinya sangat membantu dan bagus sekali,POSITIVE,0.9986989498138428
Lembaga pendidikan bahasa asing yang recomended,POSITIVE,0.9015312790870667
Mempermudah belajar bahasa dimana saja dan kapan saja 👍,POSITIVE,0.9874562621116638
Tempat les bahasa asing online paling recommended,POSITIVE,0.9983044862747192
"sangat mudah dipahami, very useful👍🏻",POSITIVE,0.9973633885383606
Seru dan luar biasa belajar bareng cakap!!!,POSITIVE,0.9968665242195129
Kualitas teacher nya oke banget!,POSITIVE,0.9890430569648743
"Sangatt menarik, bagus, dan seru  😍",POSITIVE,0.9985059499740601
Sangat suka belajar disini,POSITIVE,0.9973064661026001
Belajar disini sangat menyenangkan,POSITIVE,0.9985156655311584
"Yuhuu abis registrasi, dapet free trial~~~",NEGATIVE,0.5005466341972351
Tempatnya sangat keren dan sangat membantu juga,POSITIVE,0.998126208782196
Sangat baik dan enak diliat aplikasinya,POSITIVE,0.9808322191238403
Aplikasi sangat bermanfaat dan mudah digunakan,POSITIVE,0.9979244470596313
Aplikasi yang sangat bagus dan menarik..,POSITIVE,0.9967401623725891
"harga terjangkau, service baik",POSITIVE,0.9860009551048279
Layanan yang sangat baguss karena sangat membantu,POSITIVE,0.9984386563301086
Tempat kursus paling top menurutku!,POSITIVE,0.9988940358161926
Aplikasi yang sangat membantu dan sangat mudah di pahami.,POSITIVE,0.9907653331756592
Metode pembelajarannya mudah dipahami,POSITIVE,0.9971877932548523
Wow sangat membantu sekalihhhhh❤️❤️❤️,POSITIVE,0.9979227185249329
Sangat baik,POSITIVE,0.9762376546859741
Sangat membantu dan berkualitas!,POSITIVE,0.9977218508720398
"sangat membantu, keren!",POSITIVE,0.9782146215438843
Keren aplikasi nya bermanfaat banget,POSITIVE,0.9991040825843811
Sangat bermanfaat bagi saya,POSITIVE,0.9991070628166199
Seru banget belajar di cakap😍,NEGATIVE,0.7209545373916626
Oke banget pokoknya,POSITIVE,0.9709365367889404
Lokasi mudah di jangkau dan strategis,POSITIVE,0.9993108510971069
keren. dan juga solusi dari segala problem sulit belajar,POSITIVE,0.9846041798591614
